Dict_name,Site,Mode,HA_var,HA_M2_var,HA_S2_var,Start_date,Var_residual,Var_model_fit,Whittle_value,η_c,α_c,η_S2,τ_S2,γ_S2,η_M2,τ_M2,γ_M2,season
KIM200_P17_0,KIM200,0,62.85191314479867,28.25737205619589,29.07434425323225,2012-02-02,55.16310779711782,55.46956999782886,-5609.327480184481,5.33052503857635,0.9094985823061005,2.171195323754663,12.967136886204383,0.9890207015677621,5.635534537431492,20.641881168392267,0.9985508549941994,Feb-Apr
KIM200_P17_0,KIM200,1,2.455337118634708,1.4427667141450597,0.11271192114551731,2012-02-02,36.15944097725293,35.631722744573246,-5942.047606635702,5.355850140726394,0.9457731680820576,2.38400950247937,7.741292375822762,0.9965414222752169,3.271375408024776,7.956409957932443,1.0033324324242285,Feb-Apr
KIM200_P17_0,KIM200,2,1.4827123774044813,1.042419596411936,0.15246142209450017,2012-02-02,13.04713303552927,13.215208353492901,-10239.124682126343,3.6448363647088104,1.1777717708990123,0.9858385783109165,14.281490735940878,1.3407812994139385,2.3552772817684877,0.10890836457852762,0.20688044211297596,Feb-Apr
KIM200_P19_0,KIM200,0,69.96787710380345,48.37031086271202,18.934609114303022,2013-01-27,52.81709616131109,53.33714497364606,-5952.444567591241,5.40742514238379,0.9579792417898565,1.9283404054413824,10.972826744648135,0.9947370415309285,5.477143301325886,17.022565754150637,0.9973852016587701,Feb-Apr
KIM200_P19_0,KIM200,1,4.06838767339223,0.69610472319701,2.8533416384018357,2013-01-27,50.758085287695984,50.65123691072124,-5396.578294632196,5.956437738775925,1.0134950598540196,3.2859653869193957,3.7877737152764297,0.9977357767604557,4.037278985172222,4.344320770021244,0.9977392768470862,Feb-Apr
KIM200_P19_0,KIM200,2,0.9093672749739105,0.6097745022094826,0.0010134627463842237,2013-01-27,16.90106017405357,16.598611412646655,-9848.609130601882,3.8551466614640626,0.9677323701424524,1.352677568896887,2.165927483959568,1.001565105553529,2.1984633639934965,4.754325186024527,1.003293432876807,Feb-Apr
KIM200_P20_0,KIM200,0,51.72975908130999,32.37279688025463,15.949894545876079,2013-07-25,59.80210793974901,60.87890761249083,-4958.365318320966,5.463515164046821,0.8714543804070528,2.0207554314182525,12.78368745950708,1.000596045214416,6.083405857141913,19.96860479949636,0.9862861527461263,Aug-Oct
KIM200_P20_0,KIM200,1,6.634121177794079,4.616459467284004,1.7975436049776814,2013-07-25,44.683341188464624,44.36346140734544,-5075.657477512979,5.735412584713031,0.9435751083610572,2.3475295641623126,9.68340377422243,1.000910173283614,4.116446198647318,3.8641656751903386,0.9946292393072708,Aug-Oct
KIM200_P20_0,KIM200,2,1.8526846473578136,1.3284926309402223,0.22943545660202866,2013-07-25,13.79250092629215,13.720642746615876,-10363.87971642697,1.4107313251308207,0.5000000002351858,3.5587972269429566,0.06394914999985181,0.9919694568163497,2.043989211920144,6.045137214673264,0.9953194759041547,Aug-Oct
KIM200_P21_0,KIM200,0,52.527872661726036,36.194628870008174,14.141184193529815,2014-02-01,77.69220274491276,79.22326943876057,-4499.4968555724245,5.500607304165863,0.8286832385247063,2.8769542404889705,12.520605003673635,0.9839513067506193,7.154736775686356,30.227767772495667,1.0012825007178234,Feb-Apr
KIM200_P21_0,KIM200,1,2.883809383892472,2.2996148220655104,0.25585019418697275,2014-02-01,48.77902822217425,48.47886847251233,-4435.9928956320055,6.252149645507603,0.9652303267259882,0.0,1.8812335795077853e+95,0.07398680755415467,4.6989785679113645,2.9657932563775944,1.876869789017834,Feb-Apr
KIM200_P21_0,KIM200,2,2.25790456475463,0.33911848747806134,1.2783557635437848,2014-02-01,19.439925668080413,19.117242611697566,-8828.698933577129,4.15403763134144,0.9614893650852351,1.1087847163916826,0.13986971726881564,1.0085044354509705,2.566529669540623,7.027348606458544,1.0090436836862762,Feb-Apr
NWSBAR_P27_0,NWSBAR,0,3.3517337031654706,1.5124127162791376,0.8267337000094819,2019-08-06,38.975949669509006,38.95689556900044,-6281.124425563582,5.359285549715703,0.9747086700129671,0.03241355170523999,1.8564398773007258,0.47814585751896593,4.424564320386983,4.817707237617595,1.5753413864204426,Aug-Oct
NWSBAR_P27_0,NWSBAR,1,1.071116965406249,0.5105761126853482,0.2027016398575239,2019-08-06,38.75323893869603,38.9753222990696,-3463.8048736600367,4.7267167991694645,0.7198470202774923,0.06426026464335759,0.7364138686956629,0.9920613503904254,5.808888428765886,0.1569505253886605,1.025250835389601,Aug-Oct
NWSBAR_P27_0,NWSBAR,2,1.904044229676193,1.4316578027456717,0.2982034762016128,2019-08-06,62.95396527501965,1098.7561267588376,-4080.3528482464,2.1361408116069285,0.5000000001832828,7.817626270751966,0.10497912325459148,0.9952183332110468,32.450519701496006,4875.002116904347,1.0006408243268146,Aug-Oct
NWSBAR_P28_0,NWSBAR,0,14.398601829801681,12.199323648653065,0.6724295520253382,2020-02-18,37.215320172871785,36.59288326399383,-6587.784380929674,5.075729921967382,0.9522776882180178,2.1677382789706052,4.679964030437342,0.9979928168763712,3.8261073470704,10.042873373054997,0.9995741930971558,Feb-Apr
NWSBAR_P28_0,NWSBAR,1,2.6417941067430384,2.1442493037662236,0.06088773833547697,2020-02-18,48.233107375997896,47.78706470802487,-3711.754178672454,5.481475758822287,0.7907879711217302,8.854440107233975e-46,inf,0.24445490134416392,5.474768944078216,6.124916838373723,0.532118015157217,Feb-Apr
NWSBAR_P28_0,NWSBAR,2,13.714493989913112,12.326664853118514,0.12023259885309645,2020-02-18,85.42807664189532,81.42329016707865,-4804.088459503724,6.625637292318606,1.0576188818385222,4.528041399198848e-98,5.4612632369106064e-33,1.0994181926285167,7.210629021568043,3.3928815466981654,1.7004834660009145,Feb-Apr
NWSBAR_P29_0,NWSBAR,0,7.81887299821272,6.2006096751854605,1.2403359702402015,2020-10-07,36.251905192292824,34.12579121171328,-8752.199694662499,4.452988570083233,1.0107189942153043,1.655028204333995e-213,2.1091639097213994e-38,1.9036911316387533,4.557072342933567,4.837110276737144,1.6343411522439553,Nov-Jan
NWSBAR_P29_0,NWSBAR,1,1.4783424644246543,1.3694979884708105,0.09214856715212016,2020-10-07,20.783638271440783,20.56602929576144,-6676.511391994631,4.766201866877724,0.8852208683175427,0.8787955184872778,7.808753931715984,0.9996748248611804,2.1627110373943905,2.8181238174323178,1.000359150872524,Nov-Jan
NWSBAR_P29_0,NWSBAR,2,2.9252162979394134,2.417596029770003,0.2360534460108277,2020-10-07,27.2318178939664,27.252718048376313,-8777.097948888462,1.6952046867463395,0.6971732850576924,4.128680621544287,0.07091517519763464,1.002412077418582,3.6619299800339054,6.3208240885063045,1.0048343945744571,Nov-Jan
NWSBAR_P30_0,NWSBAR,0,36.985003018622244,34.5038027440989,0.18332450917017082,2021-05-11,49.99610312430986,50.73333045159303,-2653.851005540915,6.832681354880077,0.8890317350957276,2.5321417265991686,7.591925960216964,1.001173803134614,3.629525430393169,7.47432817431196,0.9934761832378456,May-Jul
NWSBAR_P30_0,NWSBAR,1,12.584142537306056,10.624913370653351,0.4773469053995042,2021-05-11,84.17985968211669,83.30767112177848,527.9565388420638,8.668928881186805,0.8505877404563957,4.334772894321917,1.0562690622633228,0.9961921458171382,3.9797191752358274,4.1834403762319825,1.0008416168436822,May-Jul
NWSBAR_P30_0,NWSBAR,2,80.81962153338657,75.33712821860233,1.140951135241603,2021-05-11,158.00456576186812,158.10731538996976,1551.3830913230777,3.4037225976095113,0.5645787963995617,10.614938826021064,0.0623210802147891,1.0661027352919568,8.56528798309815,3.5990429818835663,0.9968208770518003,May-Jul
NWSBAR_P31_0,NWSBAR,0,13.140945944380933,11.061260354160495,1.86181275457241,2021-11-19,56.87952937364641,57.11432900916401,-10096.460319241683,4.229683176468009,1.079556353206598,2.3507307984556256,12.652513099059098,0.9844418975699899,6.3016767074483075,32.131311214780986,0.9982409846125718,Nov-Jan
NWSBAR_P31_0,NWSBAR,1,0.3961187755126046,0.010436822956958814,0.07158806432662371,2021-11-19,15.553085512724667,16.03181924334413,-7965.372587040973,4.2051448123716275,0.86791671145333,0.9137951679333666,6.155482589775108,1.0003769384274668,1.8530154628700806,7.276349715410791,1.0008518684559997,Nov-Jan
NWSBAR_P31_0,NWSBAR,2,0.42072787203717626,0.3213206264029335,0.06535629320857203,2021-11-19,8.206672115322181,8.124119467286596,-12248.892781594195,2.9794335104791045,0.9112013770492856,5.646760431610949e-25,4.095856767430389e-28,0.033683557632156406,1.4660910159249263,2.2167366405062876,1.999999999988749,Nov-Jan
NWSBAR_P33_0,NWSBAR,0,6.575930728604792,3.682892640596794,2.6192955543305048,2022-10-24,37.04635253527362,36.93225176203645,-7879.655027608039,4.737642789607822,0.9951702782896894,2.052149560883899,2.1144921261696115,1.9999999999968718,4.191140625769777,5.526812953930232,2.0,Nov-Jan
NWSBAR_P33_0,NWSBAR,1,2.4897196513723303,2.126587332340277,0.21053151332426479,2022-10-24,20.647484579724775,20.767553050910667,-6020.448195200641,4.949457271641016,0.8589549333897782,9.253935415119543e-32,4.4509577968010046e+26,1.1043063977320864,2.143622694226825,3.172313625337912,0.8563828878948664,Nov-Jan
